DQ459412	ERCC-00117	1
DQ459413	ERCC-00035	4617
DQ459415	ERCC-00098	12
DQ459418	ERCC-00058	103
DQ459419	ERCC-00028	175
DQ459420	ERCC-00017	6
DQ459421	ERCC-00069	147
DQ459422	ERCC-00112	7685
DQ459424	ERCC-00044	5489
DQ459425	ERCC-00092	16135
DQ459426	ERCC-00061	3
DQ459427	ERCC-00126	410
DQ459429	ERCC-00096	1084165
DQ459430	ERCC-00002	722201
DQ459431	ERCC-00031	72
DQ516731	ERCC-00054	8
DQ516739	ERCC-00134	11
DQ516740	ERCC-00051	271
DQ516742	ERCC-00077	26
DQ516748	ERCC-00046	116549
DQ516750	ERCC-00162	1707
DQ516752	ERCC-00004	230876
DQ516754	ERCC-00074	458777
DQ516758	ERCC-00097	12
DQ516759	ERCC-00095	4970
DQ516763	ERCC-00060	8903
DQ516773	ERCC-00170	1168
DQ516776	ERCC-00168	58
DQ516777	ERCC-00138	8
DQ516778	ERCC-00075	4
DQ516779	ERCC-00164	39
DQ516780	ERCC-00083	6
DQ516782	ERCC-00123	24
DQ516783	ERCC-00042	28751
DQ516784	ERCC-00003	70955
DQ516785	ERCC-00053	1374
DQ516786	ERCC-00062	3232
DQ516787	ERCC-00043	21173
DQ516790	ERCC-00147	19
DQ516791	ERCC-00086	4
DQ516795	ERCC-00158	17
DQ516796	ERCC-00033	157
DQ516815	ERCC-00104	19
DQ668356	ERCC-00059	314
DQ668358	ERCC-00073	24
DQ668359	ERCC-00163	371
DQ668362	ERCC-00143	143
DQ668363	ERCC-00165	2547
DQ668364	ERCC-00009	30078
DQ668365	ERCC-00108	41661
DQ668366	ERCC-00057	2
DQ668367	ERCC-00116	52983
DQ839618	ERCC-00157	602
DQ854991	ERCC-00081	1
DQ854992	ERCC-00120	10
DQ854993	ERCC-00024	4
DQ854994	ERCC-00171	74244
DQ854995	ERCC-00144	503
DQ854997	ERCC-00154	104
DQ854998	ERCC-00109	10
DQ855000	ERCC-00137	10
DQ855001	ERCC-00034	792
DQ855003	ERCC-00131	5905
DQ855004	ERCC-00022	5606
DQ875385	ERCC-00014	292
DQ875386	ERCC-00145	22519
DQ875387	ERCC-00099	962
DQ883642	ERCC-00148	131
DQ883643	ERCC-00156	4
DQ883646	ERCC-00142	0
DQ883650	ERCC-00076	2801
DQ883651	ERCC-00019	878
DQ883652	ERCC-00079	1541
DQ883653	ERCC-00067	64
DQ883654	ERCC-00071	1398
DQ883656	ERCC-00039	113
DQ883658	ERCC-00160	541
DQ883659	ERCC-00150	108
DQ883661	ERCC-00040	27
DQ883663	ERCC-00113	170194
DQ883664	ERCC-00016	5
DQ883669	ERCC-00085	266
DQ883670	ERCC-00012	3
DQ883671	ERCC-00048	3
DQ883673	ERCC-00078	1752
DQ883682	ERCC-00084	1365
DQ883685	ERCC-00111	17506
DQ883689	ERCC-00025	5973
EF011062	ERCC-00013	48
EF011063	ERCC-00136	62833
EF011069	ERCC-00041	16
EF011072	ERCC-00130	1262337
KanR	KanR	26822
Spc	Spc	25
gene-HQ24_RS00080		31
gene-HQ24_RS00100		11
gene-HQ24_RS00290		238
gene-HQ24_RS00405		0
gene-HQ24_RS01020		0
gene-HQ24_RS01025		0
gene-HQ24_RS01030		0
gene-HQ24_RS01035		0
gene-HQ24_RS01045		0
gene-HQ24_RS01095		0
gene-HQ24_RS01100		4
gene-HQ24_RS01105		1
gene-HQ24_RS01110		0
gene-HQ24_RS01170		32
gene-HQ24_RS01200		2
gene-HQ24_RS01245		0
gene-HQ24_RS01275		718
gene-HQ24_RS01305		26
gene-HQ24_RS01310		70
gene-HQ24_RS01315		34
gene-HQ24_RS01335		95
gene-HQ24_RS01355		1
gene-HQ24_RS01360		7
gene-HQ24_RS01370		26
gene-HQ24_RS01415		7
gene-HQ24_RS01420		101
gene-HQ24_RS01435		0
gene-HQ24_RS01445		18
gene-HQ24_RS01460		3
gene-HQ24_RS01525		10
gene-HQ24_RS01540		3
gene-HQ24_RS01545		1
gene-HQ24_RS01555		36
gene-HQ24_RS01560		33
gene-HQ24_RS01605		10
gene-HQ24_RS01670		0
gene-HQ24_RS01690		11
gene-HQ24_RS01695		7
gene-HQ24_RS01850		17
gene-HQ24_RS01865		118
gene-HQ24_RS01875		3
gene-HQ24_RS01910		31
gene-HQ24_RS01915		24
gene-HQ24_RS01925		147
gene-HQ24_RS02030		43
gene-HQ24_RS02345		39
gene-HQ24_RS02570		5
gene-HQ24_RS02745		0
gene-HQ24_RS02755		2
gene-HQ24_RS02760		0
gene-HQ24_RS02765		0
gene-HQ24_RS02775		38
gene-HQ24_RS02780		11
gene-HQ24_RS02845		78
gene-HQ24_RS02850		67
gene-HQ24_RS02880		1
gene-HQ24_RS02905		38
gene-HQ24_RS03020		52
gene-HQ24_RS03245		479
gene-HQ24_RS03400		86
gene-HQ24_RS03435		0
gene-HQ24_RS03440		0
gene-HQ24_RS03445		0
gene-HQ24_RS03450		0
gene-HQ24_RS03455		0
gene-HQ24_RS03460		0
gene-HQ24_RS03465		0
gene-HQ24_RS03555		4
gene-HQ24_RS03560		0
gene-HQ24_RS03565		0
gene-HQ24_RS03625		5
gene-HQ24_RS03630		17
gene-HQ24_RS03635		9
gene-HQ24_RS03645		4
gene-HQ24_RS03850		0
gene-HQ24_RS03855		0
gene-HQ24_RS03860		0
gene-HQ24_RS03865		0
gene-HQ24_RS03870		0
gene-HQ24_RS03875		0
gene-HQ24_RS03880		0
gene-HQ24_RS04370		18
gene-HQ24_RS04580		0
gene-HQ24_RS05035		0
gene-HQ24_RS05130		8
gene-HQ24_RS05275		0
gene-HQ24_RS05290		30
gene-HQ24_RS05340		37
gene-HQ24_RS05350		3
gene-HQ24_RS05355		13
gene-HQ24_RS05365		0
gene-HQ24_RS05510		1
gene-HQ24_RS05950		129
gene-HQ24_RS05960		21
gene-HQ24_RS05990		2
gene-HQ24_RS05995		24
gene-HQ24_RS06030		160
gene-HQ24_RS06115		211
gene-HQ24_RS06220		10
gene-HQ24_RS06225		8
gene-HQ24_RS06230		10
gene-HQ24_RS06305		0
gene-HQ24_RS06310		0
gene-HQ24_RS06350		5
gene-HQ24_RS06550		31
gene-HQ24_RS06610		26
gene-HQ24_RS06795		1
gene-HQ24_RS06840		3
gene-HQ24_RS06870		100
gene-HQ24_RS06950		10
gene-HQ24_RS06990		25
gene-HQ24_RS07010		12
gene-HQ24_RS07025		4
gene-HQ24_RS07030		14
gene-HQ24_RS07200		92
gene-HQ24_RS07205		102
gene-HQ24_RS07215		53
gene-HQ24_RS07220		727
gene-HQ24_RS07295		48
gene-HQ24_RS07300		93
gene-HQ24_RS07495		29
gene-HQ24_RS07505		10
gene-HQ24_RS07510		6
gene-HQ24_RS07560		2
gene-HQ24_RS07745		3
gene-HQ24_RS07765		262
gene-HQ24_RS07985		0
gene-HQ24_RS08035		5
gene-HQ24_RS08040		22
gene-HQ24_RS08065		12
gene-HQ24_RS08085		18
gene-HQ24_RS08110		43
gene-HQ24_RS08210		1
gene-HQ24_RS08565		0
gene-HQ24_RS08570		0
gene-HQ24_RS08855		1
gene-HQ24_RS08900		6
gene-HQ24_RS09205		2
gene-HQ24_RS09770		100
gene-HQ24_RS09845		0
gene-HQ24_RS09850		0
gene-HQ24_RS09855		0
gene-HQ24_RS09975		0
gene-HQ24_RS10175		0
gene-HQ24_RS10185		0
gene-HQ24_RS10195		11
gene-HQ24_RS10215		0
gene-HQ24_RS10225		0
gene-HQ24_RS10240		0
gene-HQ24_RS10270		65
gene-HQ24_RS10280		116
gene-HQ24_RS10290		88
gene-HQ24_RS10295		72
gene-HQ24_RS10305		6
gene-HQ24_RS10340		24
gene-HQ24_RS10460		86
gene-HQ24_RS10735		16
gene-HQ24_RS10745		4
gene-HQ24_RS10755		33
